Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Mauritius,1995,98.4,,,,,,2.2,7.07,,,,,,,,
Mauritius,2000,100,,,,,,2.4,7.07,,,,,,,,
Mauritius,2005,100,,,,,,4.4,8.16,,,,,,,,
Mauritius,2010,100,,,,,,5.1,9.44,,,,,,,,
Mexico,1820,3.1,,,,,,,,,,,,,,,
Mexico,1825,3.9,,,,,,,,,,,,,,,
Mexico,1830,4.9,,,,,,,,,,,,,,,
Mexico,1835,6.1,,,,,,,,,,,,,,,
Mexico,1840,7.6,,,,,,,,,,,,,,,
Mexico,1845,9.5,,,,,,,,,,,,,,,
Mexico,1850,11.7,,,,,,,,,,,,,,,
Mexico,1855,14.4,,,,,,,,,,,,,,,
Mexico,1860,17.6,,,,,,,,,,,,,,,
Mexico,1865,21.3,,,,,,,,,,,,,,,
Mexico,1870,25.6,,,,,,0,0.37,,,,,,,,
Mexico,1875,27.1,,,,,,0.1,0.45,,,,,,,,
Mexico,1880,28.5,,,,,,0.1,0.54,,,,,,,,
Mexico,1885,30,,,,,,0.1,0.63,,,,,,,,
Mexico,1890,31.7,,,,,,0.1,0.71,,,,,,,,
Mexico,1895,33.4,,,,,,0.1,0.78,,,,,,,,
Mexico,1900,35.1,,,,,,0.1,0.85,,,,,,,,
Mexico,1905,34.5,,,,,,0.3,1.08,,,,,,,,
Mexico,1910,33.4,,,,,,0.5,1.33,,,,,,,,
Mexico,1915,35.4,,,,,,0.6,1.47,,,,,,,,
Mexico,1920,29.6,,,,,,0.9,1.47,,,,,,,,
Mexico,1925,61.9,,,,,,1.1,1.6,,,,,,,,
Mexico,1930,86,,,,,,1.1,1.7,,,,,,,,
Mexico,1935,65.1,,,,,,1.2,1.98,,,,,,,,
Mexico,1940,66,,,,,,1.3,2.25,,,,,,,,
Mexico,1945,69,,,,,,1.3,2.24,,,,,,,,
Mexico,1950,62.6,,,,,,1.3,2.2,,,,,,,,
Mexico,1955,73.1,,,,,,1.3,2.36,,,,,,,,
Mexico,1960,58.3,,,,,,1.3,2.55,,,,,,,,
Mexico,1965,67,,,,,,1.8,3.02,,,,,,,,
Mexico,1970,81,,,,,,2.2,3.48,,,,,,,,
Mexico,1975,87.6,,,,,,4.4,4.19,,,,,,,,
Mexico,1980,99.3,,,,,,5.9,5.01,,,,,,,,
Mexico,1985,98,,,,,,6.9,5.9,,,,,,,,
Mexico,1990,100,,,,,,7.5,6.68,,,,,,,,
Mexico,1995,100,,,,,,9.8,7.37,,,,,,,,
Mexico,2000,99.4,,,,,,11.7,7.96,,,,,,,,
Mexico,2005,97.3,,,,,,15.4,8.9,,,,,,,,
Mexico,2010,100,,,,,,17.8,9.18,,,,,,,,
Middle East and North Africa,1870,,,,,,,,,,,,,,,,24.39404
Middle East and North Africa,1875,,,,,,,,,,,,,,,,25.32704
Middle East and North Africa,1880,,,,,,,,,,,,,,,,22.24614
Middle East and North Africa,1885,,,,,,,,,,,,,,,,19.72015
Middle East and North Africa,1890,,,,,,,,,,,,,,,,18.94147
Middle East and North Africa,1895,,,,,,,,,,,,,,,,18.33005
Middle East and North Africa,1900,,,,,,,,,,,,,,,,29.65252
Middle East and North Africa,1905,,,,,,,,,,,,,,,,35.66284
Middle East and North Africa,1910,,,,,,,,,,,,,,,,37.67577
Middle East and North Africa,1915,,,,,,,,,,,,,,,,35.22796
Middle East and North Africa,1920,,,,,,,,,,,,,,,,33.30417
Middle East and North Africa,1925,,,,,,,,,,,,,,,,33.73384
Middle East and North Africa,1930,,,,,,,,,,,,,,,,36.35699
Middle East and North Africa,1935,,,,,,,,,,,,,,,,37.29398
Middle East and North Africa,1940,,,,,,,,,,,,,,,,34.60007
Middle East and North Africa,1945,,,,,,,,,,,,,,,,33.97751
Middle East and North Africa,1950,,,,,,,,,,,,,,,,34.28489
Middle East and North Africa,1955,,,,,,,,,,,,,,,,35.16299
Middle East and North Africa,1960,,,,,,,,,,,,,,,,36.16919
Middle East and North Africa,1965,,,,,,,,,,,,,,,,37.62162
Middle East and North Africa,1970,,,,,,,,,,,,,,,,40.38987
Middle East and North Africa,1975,,,,,,,,,,,,,,,,47.03163
Middle East and North Africa,1980,,,,,,,,,,,,,,,,51.59725
Middle East and North Africa,1985,,,,,,,,,,,,,,,,57.1493
Middle East and North Africa,1990,,,,,,,,,,,,,,,,63.34433
Middle East and North Africa,1995,,,,,,,,,,,,,,,,70.20562
Middle East and North Africa,2000,,,,,,,,,,,,,,,,76.51796
Middle East and North Africa,2005,,,,,,,,,,,,,,,,80.68445
Middle East and North Africa,2010,,,,,,,,,,,,,,,,87.49546
Morocco,1820,0,,,,,,,,,,,,,,,
Morocco,1825,0,,,,,,,,,,,,,,,
Morocco,1830,0,,,,,,,,,,,,,,,
Morocco,1835,0,,,,,,,,,,,,,,,
Morocco,1840,0,,,,,,,,,,,,,,,
Morocco,1845,0,,,,,,,,,,,,,,,
Morocco,1850,0,,,,,,,,,,,,,,,
Morocco,1855,0,,,,,,,,,,,,,,,
Morocco,1860,0,,,,,,,,,,,,,,,
Morocco,1865,0,,,,,,,,,,,,,,,
Morocco,1870,0.1,,,,,,0,0.01,,,,,,,,
Morocco,1875,0.1,,,,,,0,0.01,,,,,,,,
Morocco,1880,0.1,,,,,,0,0.01,,,,,,,,
Morocco,1885,0.2,,,,,,0,0.01,,,,,,,,
Morocco,1890,0.2,,,,,,0,0.01,,,,,,,,
Morocco,1895,0.3,,,,,,0,0.01,,,,,,,,
Morocco,1900,0.4,,,,,,0,0.01,,,,,,,,
Morocco,1905,0.5,,,,,,0,0.01,,,,,,,,
Morocco,1910,0.7,,,,,,0,0.01,,,,,,,,
Morocco,1915,1,,,,,,0,0.04,,,,,,,,
Morocco,1920,1.5,,,,,,0,0.07,,,,,,,,
Morocco,1925,2.1,,,,,,0,0.1,,,,,,,,
Morocco,1930,3.5,,,,,,0.2,0.16,,,,,,,,
Morocco,1935,4.6,,,,,,0.2,0.19,,,,,,,,
Morocco,1940,5.2,,,,,,0.3,0.22,,,,,,,,
Morocco,1945,6.1,,,,,,0.2,0.26,,,,,,,,
Morocco,1950,16,,,,,,0.2,0.3,,,,,,,,
Morocco,1955,24.4,,,,,,0.3,0.39,,,,,,,,
Morocco,1960,30.5,,,,,,0.5,0.51,,,,,,,,
Morocco,1965,37,,,,,,0.6,0.75,,,,,,,,
Morocco,1970,40,,,,,,1,1.05,,,,,,,,
Morocco,1975,47,,,,,,1.8,1.43,,,,,,,,
Morocco,1980,58,,,,,,3,1.88,,,,,,,,
Morocco,1985,64,,,,,,4.4,2.45,,,,,,,,
Morocco,1990,57,,,,,,5.9,3.05,,,,,,,,
Morocco,1995,70.6,,,,,,7.3,3.64,,,,,,,,
Morocco,2000,80.6,,,,,,7.9,4.09,,,,,,,,
Morocco,2005,91.6,,,,,,8.9,4.63,,,,,,,,
Morocco,2010,100,,,,,,10,5.27,,,,,,,,
Mozambique,1820,0,,,,,,,,,,,,,,,
Mozambique,1825,0,,,,,,,,,,,,,,,
Mozambique,1830,0,,,,,,,,,,,,,,,
Mozambique,1835,0,,,,,,,,,,,,,,,
Mozambique,1840,0,,,,,,,,,,,,,,,
Mozambique,1845,0,,,,,,,,,,,,,,,
Mozambique,1850,0.1,,,,,,,,,,,,,,,
Mozambique,1855,0.1,,,,,,,,,,,,,,,
Mozambique,1860,0.1,,,,,,,,,,,,,,,
Mozambique,1865,0.1,,,,,,,,,,,,,,,
Mozambique,1870,0.2,,,,,,0,0.01,,,,,,,,
Mozambique,1875,0.2,,,,,,0,0.01,,,,,,,,
Mozambique,1880,0.3,,,,,,0,0.01,,,,,,,,
Mozambique,1885,0.4,,,,,,0,0.01,,,,,,,,
Mozambique,1890,0.5,,,,,,0,0.01,,,,,,,,
Mozambique,1895,0.7,,,,,,0,0.01,,,,,,,,
Mozambique,1900,0.9,,,,,,0,0.01,,,,,,,,
Mozambique,1905,1.2,,,,,,0,0.02,,,,,,,,
Mozambique,1910,1.6,,,,,,0,0.02,,,,,,,,
Mozambique,1915,2.1,,,,,,0,0.03,,,,,,,,
Mozambique,1920,2.7,,,,,,0,0.03,,,,,,,,
Mozambique,1925,3.5,,,,,,0,0.07,,,,,,,,
Mozambique,1930,4.4,,,,,,0,0.12,,,,,,,,
Mozambique,1935,4.7,,,,,,0,0.15,,,,,,,,
Mozambique,1940,8,,,,,,0,0.39,,,,,,,,
Mozambique,1945,9.8,,,,,,0,0.44,,,,,,,,
Mozambique,1950,16.3,,,,,,0.1,0.52,,,,,,,,
Mozambique,1955,24.6,,,,,,0.1,0.7,,,,,,,,
Mozambique,1960,36.3,,,,,,0.1,0.88,,,,,,,,
Mozambique,1965,28,,,,,,0.1,1.06,,,,,,,,
Mozambique,1970,31.2,,,,,,0.1,1.06,,,,,,,,
Mozambique,1975,49.8,,,,,,0.1,1,,,,,,,,
Mozambique,1980,36,,,,,,0,1.19,,,,,,,,
Mozambique,1985,49,,,,,,0.1,1.25,,,,,,,,
Mozambique,1990,44,,,,,,0.2,1.06,,,,,,,,
Mozambique,1995,43.8,,,,,,0.3,0.98,,,,,,,,
Mozambique,2000,56.6,,,,,,0.4,1.13,,,,,,,,
Mozambique,2005,90.5,,,,,,0.4,1.34,,,,,,,,
Mozambique,2010,100,,,,,,0.5,2.03,,,,,,,,
Myanmar,1820,0,,,,,,,,,,,,,,,
Myanmar,1825,0.1,,,,,,,,,,,,,,,
Myanmar,1830,0.2,,,,,,,,,,,,,,,
Myanmar,1835,0.3,,,,,,,,,,,,,,,
Myanmar,1840,0.6,,,,,,,,,,,,,,,
Myanmar,1845,1,,,,,,,,,,,,,,,
Myanmar,1850,1.5,,,,,,,,,,,,,,,
Myanmar,1855,2.3,,,,,,,,,,,,,,,
Myanmar,1860,3.5,,,,,,,,,,,,,,,
Myanmar,1865,5.2,,,,,,,,,,,,,,,
Myanmar,1870,7.4,,,,,,0,0.05,,,,,,,,
Myanmar,1875,12.5,,,,,,0,0.07,,,,,,,,
Myanmar,1880,17.5,,,,,,0,0.1,,,,,,,,
Myanmar,1885,16.7,,,,,,0,0.16,,,,,,,,
Myanmar,1890,15.9,,,,,,0,0.23,,,,,,,,
Myanmar,1895,18.7,,,,,,0,0.29,,,,,,,,
Myanmar,1900,21.5,,,,,,0.1,0.36,,,,,,,,
Myanmar,1905,23.2,,,,,,0.1,0.45,,,,,,,,
Myanmar,1910,24.9,,,,,,0.1,0.53,,,,,,,,
Myanmar,1915,27.2,,,,,,0.1,0.83,,,,,,,,
Myanmar,1920,25.1,,,,,,0.2,0.92,,,,,,,,
Myanmar,1925,20.4,,,,,,0.2,0.98,,,,,,,,
Myanmar,1930,25.6,,,,,,0.2,1.09,,,,,,,,
Myanmar,1935,15.9,,,,,,0.3,1.16,,,,,,,,
Myanmar,1940,19.5,,,,,,0.3,1.23,,,,,,,,
Myanmar,1945,11.3,,,,,,0.3,1.2,,,,,,,,
Myanmar,1950,19.9,,,,,,0.3,1.17,,,,,,,,
Myanmar,1955,54.6,,,,,,0.4,1.25,,,,,,,,
Myanmar,1960,38.6,,,,,,0.4,1.27,,,,,,,,
Myanmar,1965,49,,,,,,0.4,1.44,,,,,,,,
Myanmar,1970,63,,,,,,0.3,1.52,,,,,,,,
Myanmar,1975,64,,,,,,0.2,1.69,,,,,,,,
Myanmar,1980,72.8,,,,,,1.5,2.34,,,,,,,,
Myanmar,1985,79.2,,,,,,2.1,2.87,,,,,,,,
Myanmar,1990,84,,,,,,3.8,2.99,,,,,,,,
Myanmar,1995,79,,,,,,4.2,3.4,,,,,,,,
Myanmar,2000,97.5,,,,,,5.9,3.89,,,,,,,,
Myanmar,2005,100,,,,,,8.2,4.45,,,,,,,,
Myanmar,2010,100,,,,,,11,5.11,,,,,,,,
Nepal,1820,0,,,,,,,,,,,,,,,
Nepal,1825,0,,,,,,,,,,,,,,,
Nepal,1830,0,,,,,,,,,,,,,,,
Nepal,1835,0,,,,,,,,,,,,,,,
Nepal,1840,0,,,,,,,,,,,,,,,
Nepal,1845,0,,,,,,,,,,,,,,,
Nepal,1850,0,,,,,,,,,,,,,,,
Nepal,1855,0,,,,,,,,,,,,,,,
Nepal,1860,0,,,,,,,,,,,,,,,
Nepal,1865,0,,,,,,,,,,,,,,,
Nepal,1870,0,,,,,,0,0.01,,,,,,,,
Nepal,1875,0,,,,,,0,0.01,,,,,,,,
Nepal,1880,0,,,,,,0,0.01,,,,,,,,
Nepal,1885,0,,,,,,0,0.01,,,,,,,,
Nepal,1890,0,,,,,,0,0.01,,,,,,,,
Nepal,1895,0,,,,,,0,0.01,,,,,,,,
Nepal,1900,0,,,,,,0,0.01,,,,,,,,
Nepal,1905,0,,,,,,0,0.01,,,,,,,,
Nepal,1910,0.1,,,,,,0,0.01,,,,,,,,
Nepal,1915,0.1,,,,,,0,0.01,,,,,,,,
Nepal,1920,0.2,,,,,,0.1,0.07,,,,,,,,
Nepal,1925,0.3,,,,,,0.1,0.08,,,,,,,,
Nepal,1930,0.4,,,,,,0.1,0.08,,,,,,,,
Nepal,1935,0.7,,,,,,0.1,0.09,,,,,,,,
Nepal,1940,1,,,,,,0.1,0.09,,,,,,,,
Nepal,1945,1.5,,,,,,0.1,0.11,,,,,,,,
Nepal,1950,3.5,,,,,,0.1,0.11,,,,,,,,
Nepal,1955,4.7,,,,,,0.1,0.12,,,,,,,,
Nepal,1960,7.1,,,,,,0.2,0.14,,,,,,,,
Nepal,1965,14.2,,,,,,0.3,0.28,,,,,,,,
Nepal,1970,18.4,,,,,,0.3,0.52,,,,,,,,
Nepal,1975,36.2,,,,,,0.8,0.75,,,,,,,,
Nepal,1980,58.8,,,,,,1.2,1.04,,,,,,,,
Nepal,1985,56,,,,,,2.7,1.86,,,,,,,,
Nepal,1990,70.2,,,,,,3.7,2.58,,,,,,,,
Nepal,1995,86.9,,,,,,3.9,2.76,,,,,,,,
Nepal,2000,94.7,,,,,,3,3.13,,,,,,,,
Nepal,2005,92.3,,,,,,3,3.74,,,,,,,,
Nepal,2010,100,,,,,,3,4.44,,,,,,,,
Netherlands,1820,65.2,,,,,,,,,,,,,,,
Netherlands,1825,67.1,,,,,,,,,,,,,,,
Netherlands,1830,69,,,,,,,,,,,,,,,
Netherlands,1835,70.8,,,,,,,,,,,,,,,
Netherlands,1840,72.6,,,,,,,,,,,,,,,
Netherlands,1845,74.3,,,,,,,,,,,,,,,
Netherlands,1850,75.9,,,,,,,,,,,,,,,
Netherlands,1855,71.7,,,,,,,,,,,,,,,
Netherlands,1860,74.1,,,,,,,,,,,,,,,
Netherlands,1865,76.5,,,,,,,,,,,,,,,
Netherlands,1870,80.1,,,,,,0.1,2.94,,,,,,,,
Netherlands,1875,81.4,,,,,,0.1,3.01,,,,,,,,
Netherlands,1880,80.2,,,,,,0.2,3.11,,,,,,,,
Netherlands,1885,81.8,,,,,,0.2,3.2,,,,,,,,
Netherlands,1890,83.1,,,,,,0.3,3.28,,,,,,,,
Netherlands,1895,83.4,,,,,,0.3,3.37,,,,,,,,
Netherlands,1900,83.5,,,,,,0.4,3.46,,,,,,,,
Netherlands,1905,87.4,,,,,,0.4,3.63,,,,,,,,
Netherlands,1910,88.3,,,,,,0.5,3.8,,,,,,,,
Netherlands,1915,89.5,,,,,,0.6,3.99,,,,,,,,
Netherlands,1920,89.4,,,,,,0.5,4.16,,,,,,,,
Netherlands,1925,89,,,,,,0.5,4.35,,,,,,,,
Netherlands,1930,92.8,,,,,,0.6,4.5,,,,,,,,
Netherlands,1935,88.9,,,,,,0.7,4.73,,,,,,,,
Netherlands,1940,88.9,,,,,,0.8,4.95,,,,,,,,
Netherlands,1945,91.4,,,,,,0.9,5.14,,,,,,,,
Netherlands,1950,88.6,,,,,,1.1,6.14,,,,,,,,
Netherlands,1955,88,,,,,,1.2,6.2,,,,,,,,
Netherlands,1960,95.7,,,,,,1.1,6.25,,,,,,,,
Netherlands,1965,94.8,,,,,,4.4,7.49,,,,,,,,
Netherlands,1970,93,,,,,,6.1,8.48,,,,,,,,
Netherlands,1975,91,,,,,,9,9.28,,,,,,,,
Netherlands,1980,93,,,,,,11.8,9.87,,,,,,,,
Netherlands,1985,100,,,,,,14.7,10.22,,,,,,,,
Netherlands,1990,95,,,,,,18,10.59,,,,,,,,
Netherlands,1995,99,,,,,,20.9,10.88,,,,,,,,
Netherlands,2000,99,,,,,,21.4,11.14,,,,,,,,
Netherlands,2005,98,,,,,,24.5,11.15,,,,,,,,
Netherlands,2010,100,,,,,,28.1,11.71,,,,,,,,
New Zealand,1820,56.3,,,,,,,,,,,,,,,
New Zealand,1825,59,,,,,,,,,,,,,,,
New Zealand,1830,61.7,,,,,,,,,,,,,,,
New Zealand,1835,64.3,,,,,,,,,,,,,,,
New Zealand,1840,66.8,,,,,,,,,,,,,,,
New Zealand,1845,69.2,,,,,,,,,,,,,,,
New Zealand,1850,71.6,,,,,,,,,,,,,,,
New Zealand,1855,73.8,,,,,,,,,,,,,,,
New Zealand,1860,76,,,,,,,,,,,,,,,
New Zealand,1865,78,,,,,,,,,,,,,,,
New Zealand,1870,79.9,,,,,,0,3.53,,,,,,,,
New Zealand,1875,81.6,,,,,,0.1,3.47,,,,,,,,
New Zealand,1880,99.7,,,,,,0.2,3.62,,,,,,,,
New Zealand,1885,100,,,,,,0.3,3.86,,,,,,,,
New Zealand,1890,98.4,,,,,,0.4,4.12,,,,,,,,
New Zealand,1895,94.7,,,,,,0.5,4.35,,,,,,,,
New Zealand,1900,95.7,,,,,,0.6,4.5,,,,,,,,
New Zealand,1905,99.3,,,,,,0.5,4.68,,,,,,,,
New Zealand,1910,100,,,,,,0.8,5.04,,,,,,,,
New Zealand,1915,100,,,,,,1.1,5.48,,,,,,,,
New Zealand,1920,100,,,,,,1.3,5.87,,,,,,,,
New Zealand,1925,100,,,,,,1.3,6.31,,,,,,,,
New Zealand,1930,91.9,,,,,,1.8,6.84,,,,,,,,
New Zealand,1935,93.4,,,,,,3.4,7.57,,,,,,,,
New Zealand,1940,90.4,,,,,,3.8,7.95,,,,,,,,
New Zealand,1945,95.2,,,,,,4.2,8.31,,,,,,,,
New Zealand,1950,95.4,,,,,,5.1,9.34,,,,,,,,
New Zealand,1955,94.4,,,,,,5.5,9.67,,,,,,,,
New Zealand,1960,77,,,,,,5.9,10.12,,,,,,,,
New Zealand,1965,78,,,,,,6.8,10.18,,,,,,,,
New Zealand,1970,100,,,,,,16.7,11.17,,,,,,,,
New Zealand,1975,100,,,,,,22.6,12.03,,,,,,,,
New Zealand,1980,100,,,,,,28.5,11.81,,,,,,,,
New Zealand,1985,100,,,,,,34.1,11.81,,,,,,,,
New Zealand,1990,100,,,,,,38.1,11.69,,,,,,,,
New Zealand,1995,100,,,,,,39.4,11.81,,,,,,,,
New Zealand,2000,96,,,,,,40.4,11.98,,,,,,,,
New Zealand,2005,97,,,,,,42.2,12,,,,,,,,
New Zealand,2010,98,,,,,,34.9,11.12,,,,,,,,
Nicaragua,1820,1,,,,,,,,,,,,,,,
Nicaragua,1825,1.2,,,,,,,,,,,,,,,
Nicaragua,1830,1.6,,,,,,,,,,,,,,,
Nicaragua,1835,2,,,,,,,,,,,,,,,
Nicaragua,1840,2.5,,,,,,,,,,,,,,,
Nicaragua,1845,3.1,,,,,,,,,,,,,,,
Nicaragua,1850,3.9,,,,,,,,,,,,,,,
Nicaragua,1855,4.9,,,,,,,,,,,,,,,
Nicaragua,1860,6.2,,,,,,,,,,,,,,,
Nicaragua,1865,7.7,,,,,,,,,,,,,,,
Nicaragua,1870,9.5,,,,,,0,0.17,,,,,,,,
Nicaragua,1875,11.8,,,,,,0,0.2,,,,,,,,
Nicaragua,1880,14.4,,,,,,0,0.25,,,,,,,,
Nicaragua,1885,17.6,,,,,,0,0.31,,,,,,,,
Nicaragua,1890,18.1,,,,,,0,0.38,,,,,,,,
Nicaragua,1895,18.7,,,,,,0,0.46,,,,,,,,
Nicaragua,1900,19.2,,,,,,0.2,0.86,,,,,,,,
Nicaragua,1905,17.8,,,,,,0.3,1.01,,,,,,,,
Nicaragua,1910,16.4,,,,,,0.2,1.09,,,,,,,,
Nicaragua,1915,26.1,,,,,,0.3,1.17,,,,,,,,
Nicaragua,1920,23.5,,,,,,0.3,1.28,,,,,,,,
Nicaragua,1925,23,,,,,,0.3,1.41,,,,,,,,
Nicaragua,1930,25.1,,,,,,0.3,1.48,,,,,,,,
Nicaragua,1935,27.2,,,,,,0.4,1.5,,,,,,,,
Nicaragua,1940,29.3,,,,,,0.4,1.52,,,,,,,,
Nicaragua,1945,34.9,,,,,,0.5,1.54,,,,,,,,
Nicaragua,1950,40.6,,,,,,0.5,1.54,,,,,,,,
Nicaragua,1955,52.2,,,,,,1.2,1.83,,,,,,,,
Nicaragua,1960,62.2,,,,,,2.1,2.19,,,,,,,,
Nicaragua,1965,65,,,,,,3.5,2.61,,,,,,,,
Nicaragua,1970,65,,,,,,5.4,3.07,,,,,,,,
Nicaragua,1975,65,,,,,,6.3,3.38,,,,,,,,
Nicaragua,1980,74,,,,,,8.2,3.84,,,,,,,,
Nicaragua,1985,76,,,,,,8.6,4.21,,,,,,,,
Nicaragua,1990,76,,,,,,8.7,4.64,,,,,,,,
Nicaragua,1995,91.3,,,,,,8.9,5.19,,,,,,,,
Nicaragua,2000,95.8,,,,,,9.9,5.7,,,,,,,,
Nicaragua,2005,100,,,,,,10.1,6.28,,,,,,,,
Nicaragua,2010,100,,,,,,11,6.82,,,,,,,,
Niger,1820,0,,,,,,,,,,,,,,,
Niger,1825,0,,,,,,,,,,,,,,,
Niger,1830,0,,,,,,,,,,,,,,,
Niger,1835,0,,,,,,,,,,,,,,,
Niger,1840,0,,,,,,,,,,,,,,,
Niger,1845,0,,,,,,,,,,,,,,,
Niger,1850,0,,,,,,,,,,,,,,,
Niger,1855,0,,,,,,,,,,,,,,,
Niger,1860,0,,,,,,,,,,,,,,,
Niger,1865,0,,,,,,,,,,,,,,,
Niger,1870,0,,,,,,0,0.01,,,,,,,,
Niger,1875,0,,,,,,0,0.01,,,,,,,,
Niger,1880,0,,,,,,0,0.01,,,,,,,,
Niger,1885,0,,,,,,0,0.01,,,,,,,,
Niger,1890,0,,,,,,0,0.01,,,,,,,,
Niger,1895,0,,,,,,0,0.01,,,,,,,,
Niger,1900,0.1,,,,,,0,0.01,,,,,,,,
Niger,1905,0.1,,,,,,0,0.01,,,,,,,,
Niger,1910,0.1,,,,,,0,0.01,,,,,,,,
Niger,1915,0.1,,,,,,0,0.01,,,,,,,,
Niger,1920,0.2,,,,,,0,0.07,,,,,,,,
Niger,1925,0.2,,,,,,0,0.12,,,,,,,,
Niger,1930,0.3,,,,,,0.1,0.16,,,,,,,,
Niger,1935,0.3,,,,,,0.1,0.24,,,,,,,,
Niger,1940,0.7,,,,,,0.1,0.27,,,,,,,,
Niger,1945,1,,,,,,0.1,0.3,,,,,,,,
Niger,1950,1.3,,,,,,0.1,0.33,,,,,,,,
Niger,1955,2.6,,,,,,0.1,0.35,,,,,,,,
Niger,1960,4.2,,,,,,0.1,0.38,,,,,,,,
Niger,1965,9.4,,,,,,0.2,0.4,,,,,,,,
Niger,1970,11.9,,,,,,0.2,0.45,,,,,,,,
Niger,1975,17,,,,,,0.3,0.53,,,,,,,,
Niger,1980,21,,,,,,0.3,0.67,,,,,,,,
Niger,1985,27,,,,,,0.5,0.85,,,,,,,,
Niger,1990,25,,,,,,0.6,1.08,,,,,,,,
Niger,1995,24.9,,,,,,0.7,1.28,,,,,,,,
Niger,2000,29.9,,,,,,0.8,1.43,,,,,,,,
Niger,2005,47.3,,,,,,0.9,1.62,,,,,,,,
Niger,2010,62.1,,,,,,1,1.95,,,,,,,,
Norway,1820,48.5,,,,,,,,,,,,,,,
Norway,1825,51.3,,,,,,,,,,,,,,,
Norway,1830,54.1,,,,,,,,,,,,,,,
Norway,1835,56.8,,,,,,,,,,,,,,,
Norway,1840,59.5,,,,,,,,,,,,,,,
Norway,1845,62.2,,,,,,,,,,,,,,,
Norway,1850,64.8,,,,,,,,,,,,,,,
Norway,1855,67.3,,,,,,,,,,,,,,,
Norway,1860,69.7,,,,,,,,,,,,,,,
Norway,1865,72,,,,,,,,,,,,,,,
Norway,1870,74.2,,,,,,0.5,4.24,,,,,,,,
Norway,1875,76.3,,,,,,0.5,4.47,,,,,,,,
Norway,1880,78.3,,,,,,0.5,4.69,,,,,,,,
Norway,1885,80.2,,,,,,0.5,4.91,,,,,,,,
Norway,1890,91.5,,,,,,0.6,5.12,,,,,,,,
Norway,1895,97.8,,,,,,0.6,5.41,,,,,,,,
Norway,1900,96,,,,,,0.6,5.71,,,,,,,,
Norway,1905,98.1,,,,,,0.7,6.07,,,,,,,,
Norway,1910,98.2,,,,,,0.8,6.36,,,,,,,,
Norway,1915,99.5,,,,,,0.9,6.62,,,,,,,,
Norway,1920,99.3,,,,,,0.8,6.54,,,,,,,,
Norway,1925,100,,,,,,1,6.75,,,,,,,,
Norway,1930,100,,,,,,1.1,6.91,,,,,,,,
Norway,1935,100,,,,,,1.2,7.04,,,,,,,,
Norway,1940,100,,,,,,1.3,7.19,,,,,,,,
Norway,1945,99,,,,,,1.5,7.34,,,,,,,,
Norway,1950,100,,,,,,1.5,7.43,,,,,,,,
Norway,1955,100,,,,,,1.6,7.45,,,,,,,,
Norway,1960,87.7,,,,,,1.6,7.53,,,,,,,,
Norway,1965,100,,,,,,5.1,7.96,,,,,,,,
Norway,1970,89,,,,,,7,8.47,,,,,,,,
Norway,1975,100,,,,,,9.3,8.77,,,,,,,,
Norway,1980,98,,,,,,12.1,9.32,,,,,,,,
Norway,1985,97,,,,,,16.2,10.16,,,,,,,,
Norway,1990,99,,,,,,18.6,10.79,,,,,,,,
Norway,1995,99,,,,,,23.4,11.31,,,,,,,,
Norway,2000,100,,,,,,24.8,11.56,,,,,,,,
Norway,2005,99,,,,,,27,11.91,,,,,,,,
Norway,2010,99,,,,,,27.9,11.65,,,,,,,,
Pakistan,1820,0,,,,,,,,,,,,,,,
Pakistan,1825,0,,,,,,,,,,,,,,,
Pakistan,1830,0,,,,,,,,,,,,,,,
Pakistan,1835,0,,,,,,,,,,,,,,,
Pakistan,1840,0,,,,,,,,,,,,,,,
Pakistan,1845,0,,,,,,,,,,,,,,,
Pakistan,1850,0.1,,,,,,,,,,,,,,,
Pakistan,1855,0.1,,,,,,,,,,,,,,,
Pakistan,1860,0.1,,,,,,,,,,,,,,,
Pakistan,1865,0.1,,,,,,,,,,,,,,,
Pakistan,1870,0.2,,,,,,0,0.01,,,,,,,,
Pakistan,1875,0.2,,,,,,0,0.01,,,,,,,,
Pakistan,1880,0.3,,,,,,0,0.01,,,,,,,,
Pakistan,1885,0.4,,,,,,0,0.01,,,,,,,,
Pakistan,1890,0.5,,,,,,0,0.01,,,,,,,,
Pakistan,1895,0.7,,,,,,0,0.01,,,,,,,,
Pakistan,1900,0.9,,,,,,0,0.02,,,,,,,,
Pakistan,1905,1.1,,,,,,0.1,0.13,,,,,,,,
Pakistan,1910,1.5,,,,,,0.2,0.25,,,,,,,,
